url;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5;Url
31846;the-excelsior-bouquet;atkinsons;UK;unisex;3,87;106;2015.0;sage, flint;spices;leather, vetiver;benoist lapouza;;aromatic;leather;herbal;woody;earthy;31846
63750;king-of-the-world;boadicea-the-victorious;UK;men;3,87;45;2015.0;basil, fig leaf, mandarin orange, black currant;sage, tomato leaf, hedione, jasmine;sandalwood, oakmoss, vetiver, musk, amber;unknown;;green;aromatic;fresh spicy;woody;fresh;63750
51015;001-orange-blossom-petitgrain-bergamot;bon-parfumeur;France;unisex;3,87;152;2017.0;bergamot, citron, mandarin orange, rosemary;neroli, petitgrain, jasmine, lavender;orange blossom, musk;nathalie koobus;;citrus;white floral;aromatic;fresh spicy;green;51015
51007;402-vanilla-toffee-sandalwood;bon-parfumeur;France;unisex;3,87;229;2017.0;almond blossom, apple;madagascar vanilla, heliotrope;caramel, sugar, sandalwood, benzoin, musk;corinne cachen;;vanilla;sweet;caramel;powdery;floral;51007
69037;702-encens-lavande-bois-de-cachemire;bon-parfumeur;France;unisex;3,87;98;2021.0;olibanum, pink pepper, elemi resin, lemon;lavender extract;cashmere wood, cedar, vanilla, peru balsam, white musk;iff;juliette karagueuzoglou;woody;amber;aromatic;balsamic;lavender;69037
19362;cuba-wild-heart;cuba-paris;France;men;3,87;159;;kumquat, pine tree;cyclamen, jasmine, patchouli;sandalwood, brazilian rosewood, white musk, amber;unknown;;woody;aromatic;citrus;balsamic;powdery;19362
15104;titanium;ajmal;UAE;men;3,87;62;2010.0;lime, juniper;jackfruit, nutmeg;musk, sandalwood;unknown;;woody;tropical;fresh spicy;citrus;powdery;15104
50792;evoke-silver-edition;ajmal;UAE;men;3,87;100;2016.0;cardamom, bergamot;olibanum, violet, orange blossom;amber, musk, cedar;unknown;;amber;warm spicy;powdery;woody;aromatic;50792
18138;silver-shade;ajmal;UAE;unisex;3,87;381;2012.0;lime, bergamot, lemon, black currant, violet leaf, plum;iris, rose, jasmine;white musk, ambergris, cedar, sandalwood, civet, tonka bean;unknown;;citrus;woody;powdery;musky;fruity;18138
71222;ceramic;andrea-maack;Iceland;unisex;3,87;136;2021.0;freesia, green leaves, apple;white flowers, flowers, lily-of-the-valley;musk, amber;unknown;;floral;musky;white floral;green;powdery;71222
54905;gaya;anfas;UAE;unisex;3,87;94;2019.0;pear, mango, cardamom, anise;milk, licorice, agarwood (oud), cedar;sweet notes, orris, amber, woody notes;asim al qassim;;sweet;fruity;tropical;lactonic;soft spicy;54905
82606;no-6-milk-musk;arcadia;UAE;unisex;3,87;60;2017.0;orange, blackberry, amazon lily;tiare flower, osmanthus, patchouli;musk, vanilla, cashmere wood, sandalwood, amber;unknown;;white floral;fruity;musky;powdery;sweet;82606
4590;canoe;dana;USA;men;3,87;369;1936.0;lavender, lemon, clary sage;carnation, bourbon geranium, cloves, cedar, patchouli;vanilla, tonka bean, heliotrope, oakmoss, musk;jean carles;;vanilla;aromatic;warm spicy;powdery;floral;4590
92027;supreme-l-homme-extreme;fragrance-world;UAE;unisex;3,87;47;;almond, pink pepper, bergamot;plum, cinnamon, heliotrope;tobacco, leather, cedar, patchouli;unknown;;fruity;sweet;tobacco;almond;cinnamon;92027
70809;seductive-red-homme;guess;USA;men;3,87;209;2021.0;cinnamon, lemon zest, fig;kumquat, orange blossom, geranium;vanilla, amber, sandalwood;unknown;;citrus;warm spicy;cinnamon;vanilla;amber;70809
6812;jaguar-performance;jaguar;UK;men;3,87;260;2002.0;cypress, mint, basil, mandarin orange;violet leaf, nutmeg, sage, geranium;woody notes, white musk, tonka bean;unknown;;aromatic;fresh spicy;woody;green;herbal;6812
54857;8-mona-lisa-smile;jardin-de-parfums;Italy;unisex;3,87;39;2018.0;floral notes, jasmine;amberwood, saffron;fir resin, cedar;unknown;;woody;amber;warm spicy;fresh spicy;aromatic;54857
30828;mango-candy;korres;Greece;unisex;3,87;45;2015.0;caramel;floral notes;exotic fruits, mango;unknown;;fruity;sweet;caramel;tropical;floral;30828
54852;tantrico;laboratorio-olfattivo;Italy;unisex;3,87;166;2019.0;juniper berries, clary sage, grapefruit, lime;cypress, sandalwood, sichuan pepper;atlas cedar, balsam fir, white musk;lucien ferrero;;woody;aromatic;fresh spicy;citrus;powdery;54852
32944;memoire-du-futur;les-eaux-primordiales;France;unisex;3,87;52;2015.0;aldehydes, bergamot;carnation, iris, violet, rose;labdanum, vanilla;arnaud poulain;;floral;aldehydic;violet;powdery;fresh;32944
52093;st-incense;mine-perfume-lab;Italy;unisex;3,87;31;2015.0;citruses;incense;woody notes, musk, vanilla;unknown;;amber;smoky;balsamic;woody;citrus;52093
1206;black-musk;monotheme-venezia;Italy;men;3,87;68;;cardamom, ginger;guaiac wood, cedar;musk, patchouli, vanilla;unknown;;woody;warm spicy;musky;powdery;patchouli;1206
16071;djhenne-22;pierre-guillaume-paris;France;unisex;3,87;294;2012.0;lavender, mint, syringa;cacao pod, cedar;myrrh, wheat;pierre guillaume;;cacao;lavender;warm spicy;aromatic;amber;16071
50369;komorebi-9-1;pierre-guillaume-paris;France;unisex;3,87;178;2018.0;mint;mimosa, reseda, black currant;oak, hazelnut, tonka bean;pierre guillaume;;green;woody;aromatic;floral;yellow floral;50369
8568;white-musk-sport;the-body-shop;UK;men;3,87;202;2010.0;grapefruit, amalfi lemon;rosemary, geranium, african orange flower;leather, vetiver, amber;unknown;;citrus;aromatic;fresh spicy;woody;white floral;8568
90305;cloud-collection-no-4;zarkoperfume;Denmark;unisex;3,87;31;2023.0;blackberry, yuzu, lemon, pink pepper, pepper;sea water, coconut, black tea, white orchid, orange, flowers, jasmine;vanilla, musk, cashmeran, dreamwood, cedar;zarko ahlmann pavlov;;citrus;sweet;fruity;marine;coconut;90305
27407;oud-inspiration-eau-de-toilette;welton-london;UK;unisex;3,87;30;2013.0;cashmere wood, cardamom, lemon;artemisia, clary sage;cedar, amber, tonka bean;john-paul welton;;woody;aromatic;amber;herbal;warm spicy;27407
82944;adux;v-canto;Italy;unisex;3,87;30;2023.0;brazilian orange, calabrian bergamot, grapefruit, apple;grass, pineapple, patchouli, cardamom;birch, oakmoss, ambergris, musk, cambodian oud;paolo terenzi;;citrus;woody;leather;warm spicy;green;82944
74570;indigo-valley;skylar;USA;unisex;3,87;102;2022.0;blueberry, lotus, chocolate, marshmallow;suede, jasmine, damask rose;clearwood, musk, vanilla bean;unknown;;sweet;fruity;musky;floral;powdery;74570
17782;sicilian-limes;shay-blue-london;UK;unisex;3,87;75;2013.0;lime;rosemary;cedar, moss;julie mass�;;citrus;woody;aromatic;fresh spicy;mossy;17782
18865;sergio-nero-pour-homme;sergio-nero;Russia;men;3,87;68;2003.0;ginger, tobacco leaf, cumin, basil, sage, coriander, cardamom, celery;black pepper, cloves, spicy notes, clary sage;olibanum, honey, amber, musk;unknown;;warm spicy;aromatic;fresh spicy;amber;soft spicy;18865
87219;fog;sapientiae-niche;Brazil;men;3,87;38;2023.0;black currant, green apple, pineapple, lime, bergamot;patchouli, chinese jasmine;woody notes, ambergris, oakmoss;sanderson santana;;fruity;woody;citrus;amber;earthy;87219
68945;heroin-sport;sapientiae-niche;Brazil;men;3,87;77;2021.0;juniper, lavender, pink pepper, calabrian bergamot, rosemary, hay;wormwood, cannabis, bitter almond, iris;oakmoss, ambergris, cedar, white suede, patchouli;sanderson santana;;aromatic;fresh spicy;woody;cannabis;almond;68945
79737;globulus;roos-roos;Netherlands;unisex;3,87;78;2022.0;eucalyptus, eucalyptus blossom;sage, peppermint, guatemalan cardamom;cascalone, moss;nicolas bonneville;;aromatic;aquatic;woody;green;fresh;79737
75648;waidmanns-heil;rammstein;Germany;unisex;3,87;71;2022.0;coriander, elemi, grapefruit;olibanum, nutmeg;vetiver, ambergris, cashmeran;alexandre illan;;aromatic;amber;fresh spicy;woody;balsamic;75648
54764;lavanda-natural;phebo;Brazil;unisex;3,87;39;2019.0;rosemary, sage, mandarin orange;lavender, peony, rose;musk, cedar, amber;unknown;;lavender;aromatic;musky;fresh spicy;floral;54764
10592;night;perry-ellis;USA;men;3,87;239;2010.0;blood orange, pomelo;yuzu, virginia cedar, geranium;oak moss, musk, woodsy notes, amber;unknown;;citrus;woody;fresh spicy;sweet;;10592
30271;sea-of-light;orlov-paris;France;unisex;3,87;197;2015.0;lemon, citruses, petitgrain, mandarin orange;black currant, peach;sea notes, salt, white musk;dominique ropion;;citrus;marine;salty;fruity;aromatic;30271
41458;fiamma;moresque;Italy;unisex;3,87;101;2016.0;iris, juniper berries, cypress;myrrh, patchouli;amber, vanilla, honey, resins, leather, musk;andrea (thero) casotti;;amber;powdery;vanilla;honey;sweet;41458
74770;scarlet-rouge;moresque;Italy;unisex;3,87;99;2022.0;sweet almond, dried fruits, coconut milk, bergamot;white flowers, cherry blossom, jasmine, taif rose;precious woods, musk, vanilla, tonka bean, spices, amber;unknown;;white floral;floral;woody;fruity;almond;74770
20180;lord;molyneux;France;men;3,87;38;1988.0;cardamom, peach, bergamot;cedar, mahogany;vetiver, musk, tonka bean, sandalwood;unknown;;woody;aromatic;warm spicy;powdery;earthy;20180
39216;l-envers-du-paradis;mizensir;Switzerland;unisex;3,87;45;2015.0;calabrian bergamot, pink pepper;guatemalan cardamom;ambroxan, musk;alberto morillas;;musky;citrus;amber;fresh spicy;aromatic;39216
89890;ruy-lopez;mind-games;USA;unisex;3,87;46;2023.0;black pepper, cherry, black tea;rum, davana, rose;leather, oak, patchouli;christelle laprade;;woody;leather;aromatic;green;warm spicy;89890
66596;sugar-oud;les-fleurs-du-golfe;France;unisex;3,87;31;2019.0;passionfruit, peach;raspberry, lily-of-the-valley;agarwood (oud), vanilla;unknown;;fruity;sweet;oud;vanilla;tropical;66596
30982;cuir;le-galion;France;unisex;3,87;69;2015.0;elemi, bergamot;leather, lily;moss, sandalwood, musk, amber;vanina muracciole;;leather;aromatic;mossy;animalic;woody;30982
9412;satisfaction-for-men;jovan;USA;men;3,87;47;2010.0;grapefruit, melon, basil;cardamom, rosemary, virginia cedar;tonka bean, french labdanum;unknown;;aromatic;amber;warm spicy;woody;vanilla;9412
60848;joop-homme-ice;joop;Germany;men;3,87;403;2020.0;plum, clary sage, bergamot, grapefruit;tobacco, orange blossom, cardamom;sandalwood;unknown;;citrus;fruity;sweet;aromatic;warm spicy;60848
72734;sheep-s-clothing;henry-rose;USA;unisex;3,87;86;2022.0;rose, pink pepper;turkish rose, african orange flower, orris;musk, ambrette (musk mallow), amberwood;yves cassar;;musky;rose;floral;soft spicy;white floral;72734
47330;isle-of-man;frapin;France;men;3,87;301;2017.0;bitter orange, grapefruit, basil;salt, violet, freesia;vetiver, woodsy notes, musk;alienor massenet;;citrus;woody;aromatic;fresh spicy;green;47330
62805;scusami;filippo-sorcinelli;Italy;unisex;3,87;231;2020.0;fruity notes, musk, amber, cedar, ambrette (musk mallow), sandalwood, patchouli;ylang-ylang, sugar, freesia, rose, cassis, lily-of-the-valley;mirabelle plum, lemon, grapefruit, bergamot, heliotrope;unknown;;fruity;sweet;citrus;floral;woody;62805
26260;ombre-fumee;evody-parfums;France;unisex;3,87;141;2014.0;cypress, lemon, orange;vetiver, iris, black pepper;ambergris, tonka bean, musk;unknown;;woody;aromatic;earthy;fresh spicy;amber;26260
74541;armour;english-laundry;UK;men;3,87;106;2021.0;lemon zest, bergamot;geranium, rose, lavender;musk, oakmoss, patchouli;unknown;;citrus;fresh spicy;aromatic;rose;musky;74541
49356;erotic;franck-boclet;France;unisex;3,87;352;2018.0;rosemary, lemon, basil, bergamot;benzoin, heliotrope, cardamom, tuberose, patchouli, lavender, oakmoss;castoreum, vanilla, opoponax, amber, leather, incense, civet, labdanum, sandalwood, musk, cedar;bruno herve;;amber;woody;leather;smoky;musky;49356
90448;e-cashmere-musk;clive-christian;UK;unisex;3,87;55;2024.0;bergamot, ginger, pink pepper, sichuan pepper, blood orange;flowers, cashmeran, green leaves, egyptian jasmine;ambroxan, musk, guaiac wood;unknown;;musky;citrus;woody;floral;powdery;90448
71475;rimbaud;celine;France;unisex;3,87;199;2022.0;neroli, citruses;lavender, orris, iris, white flowers;vanilla, woody notes;unknown;;iris;lavender;powdery;aromatic;earthy;71475
54934;cannabis;bois-1920;Italy;unisex;3,87;332;2019.0;cannabis;patchouli, cannabis;cannabis, woody notes;cristian calabro;;woody;patchouli;cannabis;aromatic;warm spicy;54934
18084;neroli-blanc-eau-de-parfum;au-pays-de-la-fleur-d-oranger;France;unisex;3,87;85;2006.0;orange blossom, lemon leaf, sicilian bergamot;jasmine, geranium, apricot, peach, rose;caramel, benzoin;jean-claude gigodot;;white floral;citrus;sweet;caramel;fresh spicy;18084
20108;red-rose;al-rehab;Arabia saudi ;unisex;3,88;574;;red rose, taif rose;vanilla, incense;musk, sandalwood;unknown;;rose;vanilla;floral;powdery;;20108
17292;herve-leger-intrigue-homme;avon;USA;men;3,88;26;2012.0;bergamot;lavender;musk;unknown;;citrus;lavender;fresh spicy;musky;aromatic;17292
59223;musk-titanium;avon;USA;unisex;3,88;32;2020.0;cardamom, lavender, sicilian bergamot, ginger;cinnamon leaf, violet leaf, geranium, artemisia;tonka bean, amber, cedar, vetiver;unknown;;woody;warm spicy;fresh spicy;sweet;aromatic;59223
7457;christian-lacroix-absynthe-for-him;avon;USA;men;3,88;183;2009.0;basil, black pepper, lime, petitgrain;cardamom, patchouli, fig, myrtle, iris;artemisia, vetiver, malt, amber, labdanum;unknown;;aromatic;woody;fresh spicy;herbal;warm spicy;7457
49095;mr-burberry-indigo;burberry;UK;men;3,88;1023;2018.0;rosemary, lemon, bergamot, grapefruit;mint, water notes, violet, sage, tea, hedione;oakmoss, iso e super, amber;francis kurkdjian;;aromatic;fresh spicy;green;citrus;woody;49095
31349;sophie-matisse-art-edition-bamboo-harmony;by-kilian;France;unisex;3,88;103;2015.0;bergamot, bitter orange, neroli;white tea, mimosa, spices;fig leaf, mate, oakmoss;calice becker;;citrus;green;fresh;fresh spicy;aromatic;31349
14330;bamboo-harmony;by-kilian;France;unisex;3,88;1291;2012.0;bergamot, neroli, bitter orange;tea, bamboo, mimosa, spices;fig leaf, holly, oak moss;calice becker;;citrus;green;fresh;woody;fresh spicy;14330
50934;eleventh-hour;byredo;Sweden;unisex;3,88;1374;2018.0;sichuan pepper, bergamot;plum, rum, fig, carrot seeds;cedar, cashmere wood, iso e super, tonka bean, olibanum, labdanum;j�r�me epinette;;woody;fruity;fresh spicy;sweet;amber;50934
3577;rose-noir;byredo;Sweden;unisex;3,88;1291;2008.0;grapefruit, freesia, red berries, cardamom;damask rose, raspberry, lily-of-the-valley, jasmine, violet;moss, musk, labdanum, patchouli;unknown;;rose;mossy;floral;musky;earthy;3577
72868;ck-one-summer-daze;calvin-klein;USA;unisex;3,88;466;2022.0;kumquat;tea, mint;white musk, vetiver;unknown;;green;citrus;aromatic;fresh;musky;72868
59432;pasha-de-cartier-edition-noire-eau-de-toilette;cartier;France;men;3,88;49;2019.0;mint, citruses, water notes, pepper;heliotrope, violet, green notes;cedar, iris, amber, cloves;nathalie feisthauer;;powdery;green;woody;fresh spicy;violet;59432
63280;rouge;comme-des-garcons;France;unisex;3,88;804;2020.0;beetroot, pink pepper;ginger, mint;incense, labdanum, patchouli;unknown;;amber;warm spicy;smoky;balsamic;soft spicy;63280
4379;comme-des-garcons-series-7-sweet-spicy-cocoa;comme-des-garcons;France;unisex;3,88;26;2005.0;dark chocolate, lemon, bergamot, grapefruit;coriander, cardamom;pepper, coconut;unknown;;warm spicy;aromatic;citrus;fresh spicy;chocolate;4379
507;cool-water;davidoff;Switzerland;men;3,88;15239;1988.0;sea water, lavender, mint, green notes, rosemary, calone, coriander;sandalwood, neroli, geranium, jasmine;musk, oakmoss, tobacco, cedar, ambergris;pierre bourdon;;aromatic;green;marine;fresh spicy;lavender;507
18863;the-game-intense;davidoff;Switzerland;men;3,88;179;2013.0;gin;blackwood, orris;patchouli, labdanum;lucas sieuzac;;woody;earthy;patchouli;amber;aromatic;18863
31861;sauvage;dior;France;men;3,88;23727;2015.0;calabrian bergamot, pepper;sichuan pepper, lavender, pink pepper, vetiver, patchouli, geranium, elemi;ambroxan, cedar, labdanum;fran�ois demachy;;fresh spicy;amber;citrus;aromatic;musky;31861
3829;eau-lente-eau-de-toilette;diptyque;France;unisex;3,88;613;1986.0;clove, cinnamon;spices;opoponax;desmond knox-leet;serge kalouguine;warm spicy;cinnamon;amber;balsamic;sweet;3829
59231;pineapple;dolce-gabbana;Italy;unisex;3,88;370;2020.0;pineapple, sicilian mandarin;jasmine sambac;vanilla absolute, ambergris, orchid, tobacco;marie salamagne;;sweet;fruity;citrus;vanilla;tropical;59231
47569;french-affair;ex-nihilo;France;unisex;3,88;369;2017.0;litchi, violet leaf, bergamot;rose oil, atlas cedar, angelica;oakmoss, vetiver, patchouli;quentin bisch;;woody;earthy;mossy;aromatic;rose;47569
64760;blu-indaco;giardini-di-toscana;Italy;unisex;3,88;259;;bergamot, frangipani, pink pepper;almond, vanilla;musk, ambroxan;silvia martinelli;;musky;almond;citrus;floral;sweet;64760
46040;gentleman-2017;givenchy;France;men;3,88;2477;2017.0;pear, cardamom, pineapple;iris, lavender, geranium;leather, black vanilla husk, patchouli;nathalie lorson;olivier cresp;iris;fruity;sweet;powdery;lavender;46040
8825;boss-bottled-night;hugo-boss;Germany;men;3,88;3272;2010.0;lavender, birch;violet;woodsy notes, musk;unknown;;woody;violet;powdery;lavender;leather;8825
6637;hugo-create-limited-edition;hugo-boss;Germany;men;3,88;42;2009.0;lavender, green apple, grapefruit, mint;carnation, sage, geranium;pine tree, vetiver, patchouli, oakmoss;bob aliano;;aromatic;woody;fresh spicy;green;earthy;6637
5031;sweet-lime-cedar;jo-malone-london;UK;unisex;3,88;156;2008.0;lime, blood orange, pomelo, passionfruit, pink pepper;lavender, cardamom, gardenia, ylang-ylang, coconut, sage, jasmine, coriander;cedar, tamarind, amber, tonka bean;unknown;;citrus;woody;aromatic;sweet;white floral;5031
29527;rock-the-ages-tudor-rose-amber;jo-malone-london;UK;unisex;3,88;138;2015.0;cloves, pink pepper;damask rose, rose, ginger;amber, patchouli, white musk;christine nagel;;rose;warm spicy;amber;musky;soft spicy;29527
71508;rose-blush-cologne;jo-malone-london;UK;unisex;3,88;83;2022.0;basil, litchi;pink rose;white musk;unknown;;rose;fresh spicy;aromatic;green;musky;71508
68220;utopia-vanilla-coco-21;kayali-fragrances;UAE;unisex;3,88;1645;2021.0;coconut milk, honeysuckle, pear blossom, italian lemon;tuberose, jasmine sambac, gardenia, ambrette (musk mallow);bourbon vanilla, sandalwood, musk, patchouli;gabriela chelariu;;white floral;vanilla;coconut;sweet;powdery;68220
93195;kenzo-homme-santal-marin;kenzo;France;men;3,88;49;2024.0;sea notes;lavender;sandalwood, guaiac wood;quentin bisch;;woody;marine;aromatic;powdery;lavender;93195
35459;l-eau-par-kenzo-electric-wave-pour-homme;kenzo;France;men;3,88;59;2016.0;yuzu, pink grapefruit;mint, green apple;tonka bean, palisander rosewood;dora baghriche;olivier cresp;citrus;green;fresh spicy;aromatic;sweet;35459
28251;fruits-du-mouvement;lalique;France;unisex;3,88;265;2014.0;mandarin orange, black pepper, ginger;fruity notes, plum, jasmine;cashmeran, sandalwood, amber;violaine collas;;fruity;sweet;woody;white floral;powdery;28251
84720;musamam;lattafa-perfumes;UAE;unisex;3,88;135;2022.0;saffron, italian mandarin, lavender;amberwood, virginia cedar, geranium;akigalawood, incense, labdanum;unknown;;woody;amber;warm spicy;oud;;84720
